gvkey,from,thru,conm,co_conm,co_tic
160183,20070827,20150610,S&P 1500 Super Composite,LIFE TIME FITNESS INC,LTM-2
174313,20120216,,S&P 1500 Super Composite,LEGACY TEX FINANCIAL GRP INC,LTXB
6836,20051214,20130701,S&P 1500 Super Composite,LUFKIN INDUSTRIES INC,LUFK
6682,20001211,,S&P 1500 Super Composite,LEUCADIA NATIONAL CORP,LUK
9882,19940701,,S&P 1500 Super Composite,SOUTHWEST AIRLINES,LUV
13440,20141105,20171012,S&P 1500 Super Composite,LEVEL 3 COMMUNICATIONS INC,LVLT
28790,20161110,,S&P 1500 Super Composite,LAMB WESTON HOLDINGS INC,LW
61552,19970619,20161128,S&P 1500 Super Composite,LEXMARK INTL INC  -CL A,LXK
29052,20030905,,S&P 1500 Super Composite,LEXINGTON REALTY TRUST,LXP
6528,20100518,,S&P 1500 Super Composite,LSB INDUSTRIES INC,LXU
294524,20120905,,S&P 1500 Super Composite,LYONDELLBASELL INDUSTRIES NV,LYB
165746,20051222,,S&P 1500 Super Composite,LIVE NATION ENTERTAINMENT,LYV
6543,19941001,,S&P 1500 Super Composite,LA-Z-BOY INC,LZB
4611,19951108,,S&P 1500 Super Composite,MACY'S INC,M
160225,20080718,,S&P 1500 Super Composite,MASTERCARD INC,MA
29649,20060823,,S&P 1500 Super Composite,MID-AMERICA APT CMNTYS INC,MAA
29868,20050705,,S&P 1500 Super Composite,MACERICH CO,MAC
14370,19950501,,S&P 1500 Super Composite,MANPOWERGROUP,MAN
109826,20011207,,S&P 1500 Super Composite,MANHATTAN ASSOCIATES INC,MANH
146171,20031103,,S&P 1500 Super Composite,MANTECH INTL CORP,MANT
28930,19980521,,S&P 1500 Super Composite,MARRIOTT INTL INC,MAR
7085,19810601,,S&P 1500 Super Composite,MASCO CORP,MAS
177881,20081219,,S&P 1500 Super Composite,MASIMO CORP,MASI
7116,19941230,,S&P 1500 Super Composite,MATTEL INC,MAT
30477,20070511,,S&P 1500 Super Composite,MATTHEWS INTL CORP  -CL A,MATW
1254,19910601,,S&P 1500 Super Composite,MATSON INC,MATX
31692,20130220,,S&P 1500 Super Composite,MB FINANCIAL INC/MD,MBFI
7154,19700625,,S&P 1500 Super Composite,MCDONALD'S CORP,MCD
22053,20101123,20171205,S&P 1500 Super Composite,CONTANGO OIL & GAS CO,MCF
27965,19941001,,S&P 1500 Super Composite,MICROCHIP TECHNOLOGY INC,MCHP
7171,19950125,,S&P 1500 Super Composite,MCKESSON CORP,MCK
139665,20001003,,S&P 1500 Super Composite,MOODY'S CORP,MCO
28704,20070305,,S&P 1500 Super Composite,MONARCH CASINO & RESORT INC,MCRI
31147,19981211,20150803,S&P 1500 Super Composite,MICREL INC,MCRL
7331,19980803,20140903,S&P 1500 Super Composite,MICROS SYSTEMS INC,MCRS
7022,19941001,,S&P 1500 Super Composite,MARCUS CORP,MCS
17035,20050901,,S&P 1500 Super Composite,MERCURY GENERAL CORP,MCY
61325,19971105,,S&P 1500 Super Composite,MEDNAX INC,MD
179027,20140724,20160131,S&P 1500 Super Composite,MEDASSETS INC,MDAS
6865,19941001,,S&P 1500 Super Composite,MDC HOLDINGS INC,MDC
138608,20110602,,S&P 1500 Super Composite,MEDICINES CO,MDCO
142953,20070402,,S&P 1500 Super Composite,MONDELEZ INTERNATIONAL INC,MDLZ
7260,19680523,,S&P 1500 Super Composite,MEREDITH CORP,MDP
7152,20170626,,S&P 1500 Super Composite,MCDERMOTT INTL INC,MDR
181104,20100825,,S&P 1500 Super Composite,ALLSCRIPTS HEALTHCARE SOLTNS,MDRX
182308,20120130,,S&P 1500 Super Composite,MEDIDATA SOLUTIONS INC,MDSO
7228,19861001,,S&P 1500 Super Composite,MEDTRONIC PLC,MDT
6867,20010328,,S&P 1500 Super Composite,MDU RESOURCES GROUP INC,MDU
178157,20150701,,S&P 1500 Super Composite,MIMEDX GROUP INC,MDXG
12236,20111004,20141013,S&P 1500 Super Composite,MEASUREMENT SPECIALTIES INC,MEAS
29517,20100628,,S&P 1500 Super Composite,MEDIFAST INC,MED
7291,19970106,,S&P 1500 Super Composite,METHODE ELECTRONICS INC,MEI
7251,19910601,20170402,S&P 1500 Super Composite,MENTOR GRAPHICS CORP,MENT
133768,20001211,,S&P 1500 Super Composite,METLIFE INC,MET
163879,20070703,20131006,S&P 1500 Super Composite,MAIDENFORM BRANDS INC,MFB
62107,20040423,20141223,S&P 1500 Super Composite,MULTIMEDIA GAMES HOLDING CO,MGAM
2940,20080530,,S&P 1500 Super Composite,MAGELLAN HEALTH INC,MGLN
14418,20170726,,S&P 1500 Super Composite,MGM RESORTS INTERNATIONAL,MGM
14891,20180326,,S&P 1500 Super Composite,MGP INGREDIENTS INC,MGPI
25119,19941001,,S&P 1500 Super Composite,MOHAWK INDUSTRIES INC,MHK
178371,20160802,,S&P 1500 Super Composite,MAIDEN HOLDINGS LTD,MHLD
12615,20050819,,S&P 1500 Super Composite,M/I HOMES INC,MHO
61589,20110321,20150709,S&P 1500 Super Composite,MEADOWBROOK INS GROUP INC,MIG
7316,20170329,,S&P 1500 Super Composite,MICHAELS COS INC,MIK
29734,20011011,,S&P 1500 Super Composite,MOBILE MINI INC,MINI
180833,20091221,20170618,S&P 1500 Super Composite,MEAD JOHNSON NUTRITION CO,MJN
7146,19910601,,S&P 1500 Super Composite,MCCORMICK & CO INC,MKC
119275,20061220,,S&P 1500 Super Composite,MKS INSTRUMENTS INC,MKSI
158742,20121001,,S&P 1500 Super Composite,MARKETAXESS HOLDINGS INC,MKTX
7401,19910601,,S&P 1500 Super Composite,MILLER (HERMAN) INC,MLHR
15343,19941001,,S&P 1500 Super Composite,MUELLER INDUSTRIES,MLI
29733,19970805,,S&P 1500 Super Composite,MARTIN MARIETTA MATERIALS,MLM
7065,19870801,,S&P 1500 Super Composite,MARSH & MCLENNAN COS,MMC
7435,19670101,,S&P 1500 Super Composite,3M CO,MMM
64901,19991004,,S&P 1500 Super Composite,MAXIMUS INC,MMS
21777,20040316,,S&P 1500 Super Composite,MERIT MEDICAL SYSTEMS INC,MMSI
18086,20130701,,S&P 1500 Super Composite,MALLINCKRODT PLC,MNK
24350,20091014,,S&P 1500 Super Composite,MONRO INC,MNRO
24316,20051004,,S&P 1500 Super Composite,MONSTER BEVERAGE CORP,MNST
264414,20120201,,S&P 1500 Super Composite,MOMENTA PHARMACEUTICALS INC,MNTA
8543,19670101,,S&P 1500 Super Composite,ALTRIA GROUP INC,MO
7549,20031210,,S&P 1500 Super Composite,MOOG INC  -CL A,MOG-A
152149,20071015,,S&P 1500 Super Composite,MOLINA HEALTHCARE INC,MOH
7506,19910601,20131209,S&P 1500 Super Composite,MOLEX INC,MOLX
140760,20020814,,S&P 1500 Super Composite,MONSANTO CO,MON
162129,20110926,,S&P 1500 Super Composite,MOSAIC CO,MOS
7951,20070103,,S&P 1500 Super Composite,MOVADO GROUP INC,MOV
29930,20151023,,S&P 1500 Super Composite,MOTORCAR PARTS OF AMER INC,MPAA
186989,20110701,,S&P 1500 Super Composite,MARATHON PETROLEUM CORP,MPC
162160,20070124,,S&P 1500 Super Composite,MEDICAL PROPERTIES TRUST,MPW
160888,20100920,,S&P 1500 Super Composite,MONOLITHIC POWER SYSTEMS INC,MPWR
66393,20000201,,S&P 1500 Super Composite,MERCURY SYSTEMS INC,MRCY
148932,20141205,20150802,S&P 1500 Super Composite,MONTPELIER RE HOLDINGS,MRH
7257,19670101,,S&P 1500 Super Composite,MERCK & CO,MRK
7017,19910501,,S&P 1500 Super Composite,MARATHON OIL CORP,MRO
12625,20150702,,S&P 1500 Super Composite,MARTEN TRANSPORT LTD,MRTN
12124,19910601,,S&P 1500 Super Composite,MORGAN STANLEY,MS
7420,20051028,,S&P 1500 Super Composite,MSA SAFETY INC,MSA
7346,20010522,,S&P 1500 Super Composite,MICROSEMI CORP,MSCC
178507,20091106,,S&P 1500 Super Composite,MSCI INC,MSCI
12141,19940601,,S&P 1500 Super Composite,MICROSOFT CORP,MSFT
7585,19670101,,S&P 1500 Super Composite,MOTOROLA SOLUTIONS INC,MSI
61732,20051011,,S&P 1500 Super Composite,MSC INDUSTRIAL DIRECT  -CL A,MSM
111534,20100430,,S&P 1500 Super Composite,MICROSTRATEGY INC,MSTR
4699,20001129,,S&P 1500 Super Composite,M & T BANK CORP,MTB
65772,20081202,,S&P 1500 Super Composite,METTLER-TOLEDO INTL INC,MTD
187812,20170602,,S&P 1500 Super Composite,MATADOR RESOURCES CO,MTDR
14790,20040122,,S&P 1500 Super Composite,MERITAGE HOMES CORP,MTH
2448,19910601,,S&P 1500 Super Composite,MATERION CORP,MTRN
23195,20070502,,S&P 1500 Super Composite,MATRIX SERVICE CO,MTRX
6900,20041209,,S&P 1500 Super Composite,MTS SYSTEMS CORP,MTSC
25870,19960118,,S&P 1500 Super Composite,MINERALS TECHNOLOGIES INC,MTX
7343,19940927,,S&P 1500 Super Composite,MICRON TECHNOLOGY INC,MU
7620,19910601,,S&P 1500 Super Composite,MURPHY OIL CORP,MUR
18498,20130903,,S&P 1500 Super Composite,MURPHY USA INC,MUSA
163893,20081003,20150223,S&P 1500 Super Composite,MWI VETERINARY SUPPLY,MWIV
11446,19670101,20150701,S&P 1500 Super Composite,MEADWESTVACO CORP,MWV
64156,20010604,20161102,S&P 1500 Super Composite,MONSTER WORLDWIDE INC,MWW
184551,20170515,,S&P 1500 Super Composite,MAXLINEAR INC,MXL
7636,19941001,,S&P 1500 Super Composite,MYERS INDUSTRIES INC,MYE
61399,20170215,,S&P 1500 Super Composite,MYRIAD GENETICS INC,MYGN
7637,19910601,,S&P 1500 Super Composite,MYLAN NV,MYL
180646,20150701,,S&P 1500 Super Composite,MYR GROUP INC,MYRG
7691,19941001,20131119,S&P 1500 Super Composite,NASH FINCH CO,NAFC
7682,20110610,,S&P 1500 Super Composite,NANOMETRICS INC,NANO
31607,19980701,,S&P 1500 Super Composite,NATIONAL INSTRUMENTS CORP,NATI
17074,20080102,,S&P 1500 Super Composite,NAVIGATORS GROUP INC,NAVG
10121,19980701,,S&P 1500 Super Composite,NAVIENT CORP,NAVI
190963,20161206,,S&P 1500 Super Composite,NATIONAL BANK HLDGS CORP,NBHC
7912,19910601,,S&P 1500 Super Composite,NOBLE ENERGY INC,NBL
1661,19910601,,S&P 1500 Super Composite,NABORS INDUSTRIES LTD,NBR
19094,20090327,,S&P 1500 Super Composite,N B T BANCORP INC,NBTB
63724,20051212,,S&P 1500 Super Composite,NAVIGANT CONSULTING INC,NCI
104432,20171013,,S&P 1500 Super Composite,NORWEGIAN CRUISE LINE HLDGS,NCLH
7648,20071003,,S&P 1500 Super Composite,NCR CORP,NCR
25130,20050715,20130602,S&P 1500 Super Composite,NCI BUILDING SYSTEMS INC,NCS
149337,20081022,,S&P 1500 Super Composite,NASDAQ INC,NDAQ
7921,19910601,,S&P 1500 Super Composite,NORDSON CORP,NDSN
11925,20110118,,S&P 1500 Super Composite,NOBLE CORP PLC,NE
4517,19760601,,S&P 1500 Super Composite,NEXTERA ENERGY INC,NEE
7881,19690501,,S&P 1500 Super Composite,NEWMONT MINING CORP,NEM
16453,20090203,,S&P 1500 Super Composite,NEOGEN CORP,NEOG
4462,20080213,,S&P 1500 Super Composite,NEWMARKET CORP,NEU
19574,20161206,,S&P 1500 Super Composite,NEW MEDIA INVESTMENT GROUP,NEWM
7883,20010301,20160501,S&P 1500 Super Composite,NEWPORT CORP,NEWP
178834,20150709,,S&P 1500 Super Composite,NORTHFIELD BANCORP INC,NFBK
7733,19910601,,S&P 1500 Super Composite,NATIONAL FUEL GAS CO,NFG
147579,20070222,,S&P 1500 Super Composite,NETFLIX INC,NFLX
154056,20080519,20130625,S&P 1500 Super Composite,NATIONAL FINANCIAL PRTNRS CP,NFP
29173,19941001,,S&P 1500 Super Composite,NEWFIELD EXPLORATION CO,NFX
27119,20160516,,S&P 1500 Super Composite,INGEVITY CORP,NGVT
7974,19910601,,S&P 1500 Super Composite,NISOURCE INC,NI
264391,20061214,20170222,S&P 1500 Super Composite,BLUE NILE INC,NILE
7849,19941001,,S&P 1500 Super Composite,NEW JERSEY RESOURCES CORP,NJR
7906,19881101,,S&P 1500 Super Composite,NIKE INC,NKE
30137,20150626,,S&P 1500 Super Composite,NEKTAR THERAPEUTICS,NKTR
27760,20160902,,S&P 1500 Super Composite,NAUTILUS INC,NLS
100873,20130709,,S&P 1500 Super Composite,NIELSEN HOLDINGS PLC,NLSN
11854,20171016,,S&P 1500 Super Composite,NMI HOLDINGS INC,NMIH
12140,20040211,,S&P 1500 Super Composite,NATIONAL RETAIL PROPERTIES,NNN
7985,19850601,,S&P 1500 Super Composite,NORTHROP GRUMMAN CORP,NOC
142337,20110228,20170807,S&P 1500 Super Composite,NORTHERN OIL & GAS INC,NOG
63892,20001122,,S&P 1500 Super Composite,NATIONAL OILWELL VARCO INC,NOV
162264,20041201,,S&P 1500 Super Composite,NEENAH PAPER INC,NP
17070,20080222,20160403,S&P 1500 Super Composite,NATIONAL PENN BANCSHARES INC,NPBC
7762,19910601,,S&P 1500 Super Composite,NATIONAL PRESTO INDS INC,NPK
148950,20050705,,S&P 1500 Super Composite,ENPRO INDUSTRIES INC,NPO
7882,20130930,,S&P 1500 Super Composite,NEWPARK RESOURCES,NR
135990,20100129,,S&P 1500 Super Composite,NRG ENERGY INC,NRG
23147,20170629,,S&P 1500 Super Composite,NATIONAL STORAGE AFFILIATES,NSA
7923,19670101,,S&P 1500 Super Composite,NORFOLK SOUTHERN CORP,NSC
31453,19981123,,S&P 1500 Super Composite,INSIGHT ENTERPRISES INC,NSIT
64302,20000424,,S&P 1500 Super Composite,INSPERITY INC,NSP
163629,20070305,20170809,S&P 1500 Super Composite,NEUSTAR INC,NSR
61591,19990625,,S&P 1500 Super Composite,NETAPP INC,NTAP
122902,20090924,,S&P 1500 Super Composite,NETSCOUT SYSTEMS INC,NTCT
154039,20050418,,S&P 1500 Super Composite,NETGEAR INC,NTGR
165845,20100211,20150115,S&P 1500 Super Composite,NTELOS HOLDINGS CORP,NTLS
31227,20080416,,S&P 1500 Super Composite,NUTRISYSTEM INC,NTRI
7982,19910601,,S&P 1500 Super Composite,NORTHERN TRUST CORP,NTRS
8030,19850401,,S&P 1500 Super Composite,NUCOR CORP,NUE
64028,20170302,,S&P 1500 Super Composite,NU SKIN ENTERPRISES  -CL A,NUS
264385,20110616,,S&P 1500 Super Composite,NUVASIVE INC,NUVA
117768,20000314,,S&P 1500 Super Composite,NVIDIA CORP,NVDA
7824,19910601,20131223,S&P 1500 Super Composite,NV ENERGY INC,NVE
12459,20000503,,S&P 1500 Super Composite,NVR INC,NVR
326688,20180501,,S&P 1500 Super Composite,NVENT ELECTRIC PLC-SPN,NVT-WI
26382,20160314,20160314,S&P 1500 Super Composite,NUVECTRA CORP,NVTR
30932,20110705,,S&P 1500 Super Composite,NORTHWEST BANCSHARES INC,NWBI
8001,20100412,,S&P 1500 Super Composite,NORTHWESTERN CORP,NWE
7875,19890401,,S&P 1500 Super Composite,NEWELL BRANDS INC,NWL
7993,19941001,,S&P 1500 Super Composite,NORTHWEST NATURAL GAS CO,NWN
18043,20130701,,S&P 1500 Super Composite,NEWS CORP,NWSA
18043,20150921,,S&P 1500 Super Composite,NEWS CORP,NWSA
179819,20080424,,S&P 1500 Super Composite,QUANEX BUILDING PRODUCTS,NX
29282,19980515,,S&P 1500 Super Composite,NEW YORK CMNTY BANCORP INC,NYCB
158053,20180307,,S&P 1500 Super Composite,NEW YORK MORTGAGE TRUST INC,NYMT
7866,19841101,,S&P 1500 Super Composite,NEW YORK TIMES CO  -CL A,NYT
166451,20071025,20131112,S&P 1500 Super Composite,NYSE EURONEXT,NYX
30822,20071114,,S&P 1500 Super Composite,REALTY INCOME CORP,O
23220,19941001,,S&P 1500 Super Composite,ORBITAL ATK INC,OA
184442,20180501,,S&P 1500 Super Composite,OASIS PETROLEUM INC,OAS
133944,20170412,,S&P 1500 Super Composite,OCLARO INC,OCLR
8133,19941001,20150817,S&P 1500 Super Composite,OMNICARE INC,OCR
24617,20050525,,S&P 1500 Super Composite,OLD DOMINION FREIGHT,ODFL
14624,19910601,,S&P 1500 Super Composite,OFFICE DEPOT INC,ODP
24825,20090402,,S&P 1500 Super Composite,CORPORATE OFFICE PROPERT,OFC
16981,20141210,,S&P 1500 Super Composite,OFG BANCORP,OFG
28380,20170316,,S&P 1500 Super Composite,ORTHOFIX INTERNATIONAL NV,OFIX
8113,19910601,,S&P 1500 Super Composite,OGE ENERGY CORP,OGE
19517,20140203,,S&P 1500 Super Composite,ONE GAS INC,OGS
25633,20090102,,S&P 1500 Super Composite,OMEGA HEALTHCARE INVS INC,OHI
8215,20090102,,S&P 1500 Super Composite,OWENS-ILLINOIS INC,OI
8079,19941001,,S&P 1500 Super Composite,OCEANEERING INTERNATIONAL,OII
142260,20081124,,S&P 1500 Super Composite,OIL STATES INTL INC,OIS
8151,19670101,,S&P 1500 Super Composite,ONEOK INC,OKE
24076,20161006,,S&P 1500 Super Composite,OLLIE'S BARGAIN OUTLET HLDGS,OLLI
8123,19910601,,S&P 1500 Super Composite,OLIN CORP,OLN
4066,19910601,,S&P 1500 Super Composite,OMNICOM GROUP,OMC
142956,20070917,,S&P 1500 Super Composite,OMNICELL INC,OMCL
29001,19961014,20151022,S&P 1500 Super Composite,OM GROUP INC,OMG
8213,19941001,,S&P 1500 Super Composite,OWENS & MINOR INC,OMI
2290,19700423,20131105,S&P 1500 Super Composite,OFFICEMAX INC,OMX
17095,20080226,,S&P 1500 Super Composite,OLD NATIONAL BANCORP,ONB
184571,20111208,20140701,S&P 1500 Super Composite,HIGHER ONE HOLDINGS INC,ONE-2
20277,20160502,,S&P 1500 Super Composite,OPUS BANK,OPB
182387,20120423,20140723,S&P 1500 Super Composite,OPENTABLE INC,OPEN
140030,20101007,20141222,S&P 1500 Super Composite,OPLINK COMMUNICATIONS INC,OPLK
21496,20080307,20150209,S&P 1500 Super Composite,ORBITAL SCIENCES CORP,ORB
12142,19890801,,S&P 1500 Super Composite,ORACLE CORP,ORCL
14828,19970804,,S&P 1500 Super Composite,OLD REPUBLIC INTL CORP,ORI
176351,20110901,,S&P 1500 Super Composite,ORITANI FINANCIAL CORP,ORIT
28180,19960503,,S&P 1500 Super Composite,O'REILLY AUTOMOTIVE INC,ORLY
179132,20100817,,S&P 1500 Super Composite,ORION GROUP HOLDINGS INC,ORN
65607,20100601,,S&P 1500 Super Composite,OSI SYSTEMS INC,OSIS
11721,20000410,,S&P 1500 Super Composite,OSHKOSH CORP,OSK
12915,20170323,,S&P 1500 Super Composite,ORASURE TECHNOLOGIES INC,OSUR
65026,20030114,20160901,S&P 1500 Super Composite,OUTERWALL INC,OUTR
8219,19941001,,S&P 1500 Super Composite,OXFORD INDUSTRIES INC,OXM
8068,19821201,,S&P 1500 Super Composite,OCCIDENTAL PETROLEUM CORP,OXY
65106,20090527,,S&P 1500 Super Composite,BANK OF THE OZARKS,OZRK
136265,20070702,,S&P 1500 Super Composite,PACWEST BANCORP,PACW
20115,20151127,,S&P 1500 Super Composite,PHIBRO ANIMAL HEALTH CORP,PAHC
22447,20171006,,S&P 1500 Super Composite,PAR PACIFIC HOLDINGS INC,PARR
8386,20160819,,S&P 1500 Super Composite,PATRICK INDUSTRIES INC,PATK
162733,20110914,,S&P 1500 Super Composite,VERIFONE SYSTEMS INC,PAY
8402,19920101,,S&P 1500 Super Composite,PAYCHEX INC,PAYX
115876,20050928,,S&P 1500 Super Composite,PROSPERITY BANCSHARES INC,PB
16245,20081113,,S&P 1500 Super Composite,PEOPLE'S UNITED FINL INC,PBCT
196159,20170428,,S&P 1500 Super Composite,PBF ENERGY INC,PBF
162335,20110307,,S&P 1500 Super Composite,PRESTIGE BRANDS HOLDINGS,PBH
8606,19670101,,S&P 1500 Super Composite,PITNEY BOWES INC,PBI
8475,19900801,20160202,S&P 1500 Super Composite,PEP BOYS-MANNY MOE & JACK,PBY
8253,19801001,,S&P 1500 Super Composite,PACCAR INC,PCAR
8264,19670101,,S&P 1500 Super Composite,PG&E CORP,PCG
8692,19700423,,S&P 1500 Super Composite,POTLATCHDELTIC CORP,PCH
15709,20020117,20160221,S&P 1500 Super Composite,PLUM CREEK TIMBER CO INC,PCL
8717,19910601,20160131,S&P 1500 Super Composite,PRECISION CASTPARTS CORP,PCP
160256,20090630,20130430,S&P 1500 Super Composite,METROPCS COMMUNICATIONS INC,PCS
125014,20001103,20140601,S&P 1500 Super Composite,PCTEL INC,PCTI
8512,20040929,,S&P 1500 Super Composite,PDC ENERGY INC,PDCE
25880,19941001,,S&P 1500 Super Composite,PATTERSON COMPANIES INC,PDCO
144437,20171130,,S&P 1500 Super Composite,PDF SOLUTIONS INC,PDFS
8810,19670101,,S&P 1500 Super Composite,PUBLIC SERVICE ENTRP GRP INC,PEG
8457,20080306,,S&P 1500 Super Composite,PENNSYLVANIA RE INVS TRUST,PEI
30259,20170327,,S&P 1500 Super Composite,PENN NATIONAL GAMING INC,PENN
8479,19670101,,S&P 1500 Super Composite,PEPSICO INC,PEP
28303,20080324,,S&P 1500 Super Composite,ELLIS PERRY INTL INC,PERY
9835,20070817,,S&P 1500 Super Composite,PIONEER ENERGY SERVICES CORP,PES
28648,20020722,20150311,S&P 1500 Super Composite,PETSMART INC,PETM
65406,20060613,,S&P 1500 Super Composite,PETMED EXPRESS INC,PETS
8530,19670101,,S&P 1500 Super Composite,PFIZER INC,PFE
145701,20020722,,S&P 1500 Super Composite,PRINCIPAL FINANCIAL GRP INC,PFG
150279,20101123,,S&P 1500 Super Composite,PROVIDENT FINANCIAL SVCS INC,PFS
8762,19670101,,S&P 1500 Super Composite,PROCTER & GAMBLE CO,PG
20967,20140804,20150630,S&P 1500 Super Composite,PARAGON OFFSHORE PLC,PGNPQ
65872,20170221,,S&P 1500 Super Composite,PROGENICS PHARMACEUTICAL INC,PGNX
13341,19910601,,S&P 1500 Super Composite,PROGRESSIVE CORP-OHIO,PGR
174049,20140505,,S&P 1500 Super Composite,PGT INNOVATIONS INC,PGTI
8358,19851101,,S&P 1500 Super Composite,PARKER-HANNIFIN CORP,PH
8823,19840401,,S&P 1500 Super Composite,PULTEGROUP INC,PHM
14311,19980115,,S&P 1500 Super Composite,POLARIS INDUSTRIES INC,PII
8605,20040102,,S&P 1500 Super Composite,PIPER JAFFRAY COS,PJC
8348,19960911,,S&P 1500 Super Composite,PARK ELECTROCHEMICAL CORP,PKE
128978,20010731,,S&P 1500 Super Composite,PACKAGING CORP OF AMERICA,PKG
4145,19850501,,S&P 1500 Super Composite,PERKINELMER INC,PKI
158791,20130102,20141112,S&P 1500 Super Composite,PROCERA NETWORKS INC,PKT
28379,20161007,20171011,S&P 1500 Super Composite,PARKWAY INC,PKY
8363,20041101,20161005,S&P 1500 Super Composite,PARKWAY PROPERTIES INC,PKY-1
8789,19941001,20150201,S&P 1500 Super Composite,PROTECTIVE LIFE CORP,PL
13200,20171006,,S&P 1500 Super Composite,PHOTRONICS INC,PLAB
60923,20161004,,S&P 1500 Super Composite,DAVE & BUSTER'S ENTMT INC,PLAY
65430,20020425,,S&P 1500 Super Composite,CHILDRENS PLACE INC,PLCE
62730,19991201,20161002,S&P 1500 Super Composite,POLYCOM INC,PLCM
29984,20030717,,S&P 1500 Super Composite,PROLOGIS INC,PLD
114608,20150219,20170326,S&P 1500 Super Composite,POPEYES LOUISIANA KITCHEN,PLKI
8304,19871201,20150830,S&P 1500 Super Composite,PALL CORP,PLL
8633,19990104,,S&P 1500 Super Composite,PLANTRONICS INC,PLT
63986,20150824,,S&P 1500 Super Composite,EPLUS INC,PLUS
12945,19941001,,S&P 1500 Super Composite,PLEXUS CORP,PLXS
179621,20080331,,S&P 1500 Super Composite,PHILIP MORRIS INTERNATIONAL,PM
177924,20070801,20171211,S&P 1500 Super Composite,PHARMERICA CORP,PMC
183324,20180202,,S&P 1500 Super Composite,PENNYMAC MORTGAGE INVEST TR,PMT
26038,20060720,20130624,S&P 1500 Super Composite,PALOMAR MED TECHNOLOGIES INC,PMTI
8245,19880401,,S&P 1500 Super Composite,PNC FINANCIAL SVCS GROUP INC,PNC
139025,20090402,,S&P 1500 Super Composite,PINNACLE FINL PARTNERS INC,PNFP
5671,19941001,20160424,S&P 1500 Super Composite,PINNACLE ENTERTAINMENT INC,PNK
8807,19910601,,S&P 1500 Super Composite,PNM RESOURCES INC,PNM
8463,19910601,,S&P 1500 Super Composite,PENTAIR PLC,PNR
24113,19941001,20170711,S&P 1500 Super Composite,PANERA BREAD CO,PNRA
1075,19910601,,S&P 1500 Super Composite,PINNACLE WEST CAPITAL CORP,PNW
8577,19941001,20161003,S&P 1500 Super Composite,PIEDMONT NATURAL GAS CO,PNY
28194,19960508,,S&P 1500 Super Composite,POLYONE CORP,POL
8694,19910601,20160329,S&P 1500 Super Composite,PEPCO HOLDINGS INC,POM
61420,20000418,,S&P 1500 Super Composite,POOL CORP,POOL
170527,20120206,,S&P 1500 Super Composite,POST HOLDINGS INC,POST
66032,20101123,,S&P 1500 Super Composite,POWER INTEGRATIONS INC,POWI
8699,20100315,,S&P 1500 Super Composite,POWELL INDUSTRIES INC,POWL
64979,20171012,,S&P 1500 Super Composite,PACIFIC PREMIER BANCORP INC,PPBI
8247,19670101,,S&P 1500 Super Composite,PPG INDUSTRIES INC,PPG
8455,19951127,,S&P 1500 Super Composite,PPL CORP,PPL
28608,20081016,20161201,S&P 1500 Super Composite,POST PROPERTIES INC,PPS
25874,20080226,20150701,S&P 1500 Super Composite,PETROQUEST ENERGY INC,PQ
24440,20040512,,S&P 1500 Super Composite,PROASSURANCE CORP,PRA
150477,20051102,,S&P 1500 Super Composite,PRA GROUP INC,PRAA
122394,20070814,,S&P 1500 Super Composite,PERFICIENT INC,PRFT
24782,19931101,,S&P 1500 Super Composite,PERRIGO CO PLC,PRGO
24352,19941001,,S&P 1500 Super Composite,PROGRESS SOFTWARE CORP,PRGS
1414,20130213,,S&P 1500 Super Composite,PRIMERICA INC,PRI
187696,20160307,,S&P 1500 Super Composite,PROTO LABS INC,PRLB
154758,20140818,,S&P 1500 Super Composite,PROVIDENCE SERVICE CORP,PRSC
143356,20020722,,S&P 1500 Super Composite,PRUDENTIAL FINANCIAL INC,PRU
61600,19980202,20171001,S&P 1500 Super Composite,PAREXEL INTERNATIONAL CORP,PRXL
10096,20050819,,S&P 1500 Super Composite,PUBLIC STORAGE,PSA
23793,20060728,,S&P 1500 Super Composite,PS BUSINESS PARKS,PSB
160233,20110222,20140302,S&P 1500 Super Composite,PROSPECT CAPITAL CORP,PSEC
65739,20001003,20151126,S&P 1500 Super Composite,PERICOM SEMICONDUCTOR CORP,PSEM
170841,20120501,,S&P 1500 Super Composite,PHILLIPS 66,PSX
18699,19910601,,S&P 1500 Super Composite,PTC INC,PTC
29108,20011107,,S&P 1500 Super Composite,PATTERSON-UTI ENERGY INC,PTEN
30145,20180419,,S&P 1500 Super Composite,PROPETRO HOLDING CORP,PUMP
8440,20050223,20151117,S&P 1500 Super Composite,PENN VIRGINIA CORP,PVAC
8551,19920901,,S&P 1500 Super Composite,PVH CORP,PVH
121816,20040723,20170625,S&P 1500 Super Composite,PRIVATEBANCORP INC,PVTB
66446,20000608,,S&P 1500 Super Composite,QUANTA SERVICES INC,PWR
25124,19920701,,S&P 1500 Super Composite,PRAXAIR INC,PX
14359,19940101,,S&P 1500 Super Composite,PIONEER NATURAL RESOURCES CO,PXD
24616,20150720,,S&P 1500 Super Composite,PAYPAL HOLDINGS INC,PYPL
28397,19990322,,S&P 1500 Super Composite,PAPA JOHNS INTERNATIONAL INC,PZZA
24800,19980401,,S&P 1500 Super Composite,QUALCOMM INC,QCOM
